http://dbpedia.org/resource/Northern_Ireland,http://en.wikipedia.org/wiki/Northern_Ireland
http://dbpedia.org/resource/Nail_(fastener),http://en.wikipedia.org/wiki/Nail_(fastener)
http://dbpedia.org/resource/Geography_of_Namibia,http://en.wikipedia.org/wiki/Geography_of_Namibia
http://dbpedia.org/resource/Demographics_of_Namibia,http://en.wikipedia.org/wiki/Demographics_of_Namibia
http://dbpedia.org/resource/Politics_of_Namibia,http://en.wikipedia.org/wiki/Politics_of_Namibia
http://dbpedia.org/resource/Telecommunications_in_Namibia,http://en.wikipedia.org/wiki/Telecommunications_in_Namibia
http://dbpedia.org/resource/Transport_in_Namibia,http://en.wikipedia.org/wiki/Transport_in_Namibia
http://dbpedia.org/resource/Military_of_Nauru,http://en.wikipedia.org/wiki/Military_of_Nauru
http://dbpedia.org/resource/Foreign_relations_of_Namibia,http://en.wikipedia.org/wiki/Foreign_relations_of_Namibia
http://dbpedia.org/resource/Demographics_of_Nauru,http://en.wikipedia.org/wiki/Demographics_of_Nauru
http://dbpedia.org/resource/Transport_in_Nauru,http://en.wikipedia.org/wiki/Transport_in_Nauru
http://dbpedia.org/resource/Telecommunications_in_Nauru,http://en.wikipedia.org/wiki/Telecommunications_in_Nauru
http://dbpedia.org/resource/Navassa_Island/History,http://en.wikipedia.org/wiki/Navassa_Island/History
http://dbpedia.org/resource/Namibia_Defence_Force,http://en.wikipedia.org/wiki/Namibia_Defence_Force